source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'DIE WELT'}","Daniel Eckert,Michael Höfling,Karsten Seibel",Dem Steuervorteil beim Bitcoin droht das Aus – was Krypto-Investoren jetzt noch tun können,"Wer Gewinne mit Bitcoin und anderen digitalen Münzen erzielt, muss sie nach einem Jahr nicht mehr versteuern. Nach der SPD wollen jetzt auch Grüne und Linke diese „Gerechtigkeitslücke“ schließen – wie sie es nennen. WELT erklärt, was auf Krypto-Sparer zukommt…",https://www.welt.de/finanzen/plus69fc409530e98e4ac324ce9a/steuervorteil-beim-bitcoin-droht-das-aus-was-krypto-investoren-jetzt-noch-tun-koennen.html,https://images.welt.de/69fc409530e98e4ac324ce9a/3b6f7358a031299d45142f53a9d7479a-master/ci16x9-w1200/gettyimages-1325823070-1-jpg,2026-05-08T12:06:53Z,"Wer Gewinne mit Bitcoin und anderen digitalen Münzen erzielt, muss sie nach einem Jahr nicht mehr versteuern. Nach der SPD wollen jetzt auch Grüne und Linke diese Gerechtigkeitslücke schließen wie si… [+85 chars]"
"{'id': None, 'name': 'CoinDesk'}",Ian Allison,"Institutional money is coming for bitcoin, but Adam Back says it moves slower than you think",The legendary cryptographer discusses institutional money flows into bitcoin.,https://www.coindesk.com/business/2026/04/29/institutional-money-is-coming-for-bitcoin-but-adam-back-says-it-moves-slower-than-you-think,https://cdn.sanity.io/images/s3y3vcno/production/c72a7d7906fb5fbc62478d497a1a0b6acf914bb5-2048x1365.jpg?auto=format&w=960&h=540&crop=focalpoint&fit=clip&q=75&fm=jpg,2026-04-29T04:00:00Z,"The arrival of Morgan Stanley at the U.S. spot bitcoin BTC
$77,047.14 ETF party earlier this month was characterized by some observers as the catalyst that will end the current crypto bear market th… [+5308 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",Brian Sozzi,Bitcoin's comeback won't happen in 2026: Deutsche Bank survey of consumers,Deutsche Bank's new crypto survey is decidedly bearish for bitcoin.,https://finance.yahoo.com/news/bitcoins-comeback-wont-happen-in-2026-deutsche-bank-survey-of-consumers-134056305.html,https://s.yimg.com/ny/api/res/1.2/.Z5tyxKY78q5nSzRFNKQXQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03NjQ-/https://s.yimg.com/os/creatr-uploaded-images/2021-04/5af69a20-a8e5-11eb-bf7f-5f2e9fe992ce,2026-04-20T13:40:56Z,"The forgotten bitcoin bull trade.
While the S&amp;P 500 (^GSPC) has climbed to fresh records above 7,000 this month, bitcoin has done anything but regain the upward momentum that thrust the digital … [+2397 chars]"
"{'id': None, 'name': 'taz.de'}",Hannes Koch,Kapitalertragssteuer oder was: Da freut sich die Bitcoin-Gemeinde,"Die Bundesregierung erwägt, Krypto-Finanzanlagen anders zu besteuern. Grüne und Linke bringen Initiativen in den Bundestag ein.",https://taz.de/Kapitalertragssteuer-oder-was/!6178670/,https://taz.de/picture/8435315/1200/41131106.jpeg,2026-05-12T15:53:00Z,"Die Bundesregierung erwägt, Krypto-Finanzanlagen anders zu besteuern. Grüne und Linke bringen Initiativen in den Bundestag ein. mehr..."
"{'id': None, 'name': 'CoinDesk'}",Shaurya Malwa,Strategy pauses bitcoin buys before Tuesday earnings,"Michael Saylor says the company will resume purchases next week, but the pause lands as analysts focus on losses and the growing complexity of Strategy’s preferred-stock funding machine.",https://www.coindesk.com/business/2026/05/04/strategy-pauses-bitcoin-buys-before-tuesday-earnings,https://cdn.sanity.io/images/s3y3vcno/production/8a5dba87ad94ba079e2f4c60317ed8bbef4fb85e-1920x1080.png?auto=format&w=960&h=540&crop=focalpoint&fit=clip&q=75&fm=jpg,2026-05-04T05:14:53Z,"Strategy is taking a breather from buying bitcoin.
Michael Saylor said Sunday the company would not add to its bitcoin holdings this week, pausing its regular purchase program ahead of Tuesdays firs… [+2562 chars]"
"{'id': None, 'name': 'CoinDesk'}",Omkar Godbole,Clarity Act markup leaves bitcoin unstirred,"The day ahead in crypto: May 14, 2026",https://www.coindesk.com/daybook-us/2026/05/14/clarity-act-markup-leaves-bitcoin-unstirred,https://cdn.sanity.io/images/s3y3vcno/production/01c91bc3b572d3fa729dbeab3c0da632ed261d7f-1500x1000.jpg?auto=format&w=960&h=540&crop=focalpoint&fit=clip&q=75&fm=jpg,2026-05-14T11:26:43Z,"This is an excerpt from CoinDesk newsletter 'Daybook.'Sign up here, if you haven't already.
The week's main event for digital assets, the U.S. Clarity Act markup, is due later today. The crypto mark… [+3210 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",,Better Buy: Bitcoin (BTC) or Bittensor (TAO)?,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_79ae69e2-b22c-48ab-ae96-fb439806e09b,,2026-04-18T19:01:00Z,"If you click 'Accept all', we and our partners, including 251 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",,Morning Minute: Saylor's $2.54B Buy Buoys Bitcoin,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_aa50d78d-10a6-4fc6-9d35-a0157fd3b506,,2026-04-21T11:51:42Z,"If you click 'Accept all', we and our partners, including 250 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",,Bitcoin: Still the Strongest Moat in Crypto,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_762116f9-3fde-4ddd-b79b-3516cdadb14b,,2026-04-21T10:02:00Z,"If you click 'Accept all', we and our partners, including 250 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",,Bitcoin Heads For Fourth Weekly Gain,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_bc254a44-eb63-426e-96e6-03a1b06e1d3f,,2026-04-24T13:53:00Z,"If you click 'Accept all', we and our partners, including 250 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",,CryptoQuant CEO Warns Bitcoin Demand Imbalance,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_80b9cdc6-b4c7-45ab-8595-4e5dbc42d3c8,,2026-04-27T12:04:32Z,"If you click 'Accept all', we and our partners, including 250 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",,Where Will Bitcoin Be in 3 Years?,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_45915758-cec3-4127-b6e0-db3811df4a95,,2026-04-29T21:57:00Z,"If you click 'Accept all', we and our partners, including 250 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",,Where Will Bitcoin Be in 5 Years?,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_c91c81d0-0bed-4d29-b575-ef2efde4cc2e,,2026-04-19T10:35:00Z,"If you click 'Accept all', we and our partners, including 251 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",,"Could Bitcoin Actually Hit $200,000 Before 2028?",,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_69b6359f-b36a-4677-8fb3-01b7d707113c,,2026-04-18T07:25:00Z,"If you click 'Accept all', we and our partners, including 251 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]"
